SRC:it	 ChatGPT to English	IMP_GPT	TRM_GPT	UGR_GPT	MIS_GPT	STL_GPT	PRF_GPT	PRN_GPT	SEGS_GPT	Google Translate to English	IMP_GT	TRM_GT	UGR_GT	MIS_GT	STL_GT	PRF_GT	PRN_GT	SEGS_GT	Gold Standard	Comment
Dopo il maremoto	After the tsunami								0	After the tsunami								0	After the tsunami	
Rimani nell’area che hai raggiunto e cerca di dissuadere chi vuole tornare verso la costa: alla prima onda potrebbero seguirne altre più pericolose.  	Stay in the area you reached and try to dissuade those who want to return to the coast: after the first wave, there could be other, more dangerous ones.					1			1	Stay in the area you have reached and try to dissuade anyone who wants to return to the coast: the first wave could be followed by more dangerous ones.  					1			1	Stay in the area you have reached and discourage anyone from returning to the coast: the first wave might be followed by more dangerous ones. 	GPT & GT: could use style improvements, make it more concise and clearer
Assicurati delle condizioni di salute delle persone intorno a te e, se possibile, presta i primi soccorsi.  	Check the health condition of the people around you and, if possible, provide first aid.								0	Check the health conditions of the people around you and, if possible, provide first aid.  								0	Check the health conditions of the people around you and, if possible, give first aid assistance.	
Segui le indicazioni delle autorità per capire quando lasciare il luogo in cui ti trovi e cosa fare. 	Follow the instructions from the authorities to know when to leave your location and what to do.					2			2	Follow the authorities' instructions to understand when to leave the place you are in and what to do. 					2			2	Listen to the authorities to find out when it’s safe to leave and what to do.	GPT & GT: could use style improvements
Usa il telefono solo per reale necessità.  	Use the phone only for real emergencies.								0	Use your phone only for real needs.  					2			2	Use the phone only for emergencies.	GT: needs is different from emergencies; it doesn't convey the same meaning
Non bere acqua del rubinetto.  	Do not drink tap water.								0	Do not drink tap water.  								0	Do not drink tap water.	
Non mangiare cibi che siano venuti a contatto con l’acqua e con i materiali trasportati dal maremoto: potrebbero essere contaminati.  	Do not eat food that has come into contact with the water and materials carried by the tsunami: it may be contaminated.								0	Do not eat food that has come into contact with the water and materials transported by the tsunami: they could be contaminated.  			2					2	Do not eat foods that have come into contact with the water and materials transported by the tsunami: they may be contaminated.	GT: missing agreement between "food" and "they"
Se la tua abitazione è stata interessata dal maremoto, non rientrare prima di essere autorizzato.   	If your home has been affected by the tsunami, do not return until you are authorized to do so.								0	If your home was affected by the tsunami, do not return until authorized.   					2			2	If your home has been affected by the tsunami, do not return without permission.	GT: too complex elliptical structure "until authorized"
 Il maremoto può essere generato da un terremoto o da attività vulcanica: informati, quindi, anche su cosa fare in caso di terremoto o eruzione.	The tsunami can be triggered by an earthquake or volcanic activity: therefore, also inform yourself about what to do in case of an earthquake or eruption.					2			2	 The tsunami can be generated by an earthquake or volcanic activity: therefore, also find out what to do in the event of an earthquake or eruption.								0	A tsunami can be generated by an earthquake or volcanic activity: be informed about what to do in case of an earthquake or eruption.	GPT: style improvement, "inform yourself" is too literal
Cosa fare - Radiologico e nucleare	What to do - Radiological and Nuclear								0	What to do - Radiological and nuclear								0	What to do - Radiological and Nuclear	
La prevenzione riveste un ruolo di primo piano per eliminare o ridurre i possibili effetti legati al rischio radiologico e nucleare, per questo:   	Prevention plays a key role in eliminating or reducing the potential effects associated with radiological and nuclear risks. 								0	Prevention plays a leading role in eliminating or reducing the possible effects linked to radiological and nuclear risk, for this reason:   					2			2	Prevention has a crucial role in eliminating or mitigating the possible effects linked to radiological and nuclear risk, so:   	
approfondisci le caratteristiche e gli effetti della radioattività sulla salute e sull’ambiente e le misure da adottare in caso di emergenza, anche consultando la sezione dedicata al rischio radiologico e nucleare sul sito istituzionale del Dipartimento della Protezione Civile www.protezionecivile.gov.it, dove è disponibile il Piano nazionale per la gestione delle emergenze radiologiche e nucleari.	Therefore: Learn about the characteristics and effects of radioactivity on health and the environment, as well as the measures to take in case of emergency, by consulting the dedicated section on radiological and nuclear risk on the official website of the Civil Protection Department www.protezionecivile.gov.it, where the National Plan for managing radiological and nuclear emergencies is available.					1			1	learn more about the characteristics and effects of radioactivity on health and the environment and the measures to be adopted in the event of an emergency, also by consulting the section dedicated to radiological and nuclear risk on the institutional website of the Department of Civil Protection www.protezionecivile.gov.it, where the national plan for the management of radiological and nuclear emergencies is available.					1	1		2	Learn more about the features and effects of radioactivity on health and the environment and the measures to be taken in the event of an emergency, also by consulting the section dedicated to radiological and nuclear risk on the institutional website of the Department of Civil Protection www.protezionecivile.gov.it, where the National Plan for the management of radiological and nuclear emergencies is available.	
Contatta la Prefettura della tua Provincia per conoscere i contenuti dell'informazione preventiva e in emergenza.	Contact the Prefecture of your Province to learn about the content of preventive and emergency information.		1			2			3	Contact the Prefecture of your Province to find out the contents of the preventive and emergency information.		1	2		2			5	Please contact the Prefecture of your Province to learn about preventive and emergency information, considering the local planning on radiological and nuclear risk under the competence of the Prefect.	People may not be accustomed to the term or concept of "prefecture". Needs to be localised based on the audience.
 Tali contenuti sono richiamati nella pianificazione locale sul rischio radiologico e nucleare di competenza del Prefetto.	These contents are referenced in the local planning for radiological and nuclear risks under the responsibility of the Prefect.				4		1		5	These contents are recalled in the local planning on radiological and nuclear risk under the responsibility of the Prefect.			1			1		2		"Content" as in "pieces of information" is uncountable.
Durante il passaggio della nube	During the passage of the cloud		1		1				2	During the passage of the cloud				1				1	During the passage of the cloud	"Cloud" here is too generic and leads to loss of meaning.
In caso di emergenza segui le raccomandazioni delle autorità (Dipartimento della Protezione Civile, Prefetture, Comuni) attraverso i canali istituzionali (siti web, profili social, numeri verdi) e tieniti informato attraverso i mezzi di informazione nazionali e locali. 	In case of emergency, follow the recommendations of the authorities (Civil Protection Department, Prefectures, Municipalities) through official channels (websites, social media profiles, toll-free numbers) and stay informed through national and local media.					1			1	In case of emergency, follow the recommendations of the authorities (Civil Protection Department, Prefectures, Municipalities) through institutional channels (websites, social profiles, toll-free numbers) and stay informed through national and local media. 								0	During the emergency, follow the authorities' instructions (Civil Protection Department, Prefectures, Municipalities) through institutional channels (websites, social media profiles, hotline numbers) and stay informed through national and local media. 	
Le autorità possono dare indicazioni sulle misure da seguire come il riparo al chiuso e la iodoprofilassi (cioè l’assunzione di compresse di ioduro di potassio) e la restrizione al consumo di determinati alimenti.	The authorities may provide guidance on measures to follow, such as seeking shelter indoors, iodine prophylaxis (i.e., taking potassium iodide tablets), and restrictions on the consumption of certain foods.					1			1	The authorities can give guidance on the measures to follow such as sheltering indoors and iodoprophylaxis (i.e. taking potassium iodide tablets) and restricting the consumption of certain foods.					4			4	Authorities may indicate measures to follow, like indoor shelter and iodoprophylaxis (i.e., potassium iodide tablets intake) and restricting consumption of certain foods.	
Misure di riparo al chiuso	Measures for indoor shelter								0	Indoor shelter measures								0	Indoor shelter measures	
Le mura degli edifici possono bloccare gran parte della radioattività. Orientativamente l’indicazione di riparo al chiuso può durare 48 ore. 	The walls of buildings can block most of the radioactivity. As a general guideline, the recommendation for staying indoors can last up to 48 hours.								0	Building walls can block much of the radioactivity. As a guideline, the indoor shelter indication can last 48 hours.				1				1	Building walls can block most of the radioactivity. The indoor shelter indication can last approximately 48 hours.  	
Se sei all’aperto 	If you're outdoors								0	If you are outdoors 								0	Outdoor	
Raggiungi prima possibile un luogo chiuso.  	Get to an enclosed space as soon as possible.								0	Reach a closed place as soon as possible.  					2			2	reach an indoor location as soon as possible;	
Assicurati che sia al riparo anche chi è accanto a te: i bambini, le persone fragili e il tuo animale domestico.  	Make sure that those with you—children, vulnerable people, and your pet—are also sheltered.								0	Make sure that those around you are also safe: children, vulnerable people and your pet.	1							1	make sure that those next to you are also safe: children, fragile people, and your pet;	
Non andare a prendere i tuoi figli a scuola, salvo diversa indicazione da parte dell’istituto scolastico o dell’autorità: sono già in un luogo sicuro.  	Do not go to pick up your children from school unless directed otherwise by the school or the authorities: they are already in a safe place.								0	Do not go and collect your children from school, unless otherwise indicated by the school or authority: they are already in a safe place.  				1				1	please do not pick up children at school unless otherwise directed by the school or the authority: they are already in a safe place.	
Se sei in luogo chiuso 	If you're in an enclosed space	2			2				4	If you are indoors 								0	Indoor	
Verifica se sono previste restrizioni da parte del Sindaco al consumo di acqua potabile e cibi che hai in casa.  	Check if the Mayor has issued any restrictions on drinking water and food you have at home.					2	1		3	Check whether there are any restrictions imposed by the Mayor on the consumption of drinking water and food you have at home.				1	2	1		4	check if there are any restrictions by the mayor on the consumption of drinking water and food;	
Non mangiare alimenti esposti all’aria aperta, in particolare prodotti di orti o giardini.  	Do not eat food exposed to the open air, especially products from gardens or orchards.								0	Do not eat food exposed to the open air, especially products from vegetable gardens or gardens.	1			8				9	do not eat food exposed to the outdoors, especially products from vegetable gardens;	
Non lasciare la tua abitazione o il luogo di lavoro. 	Do not leave your home or workplace.								0	Do not leave your home or workplace. 								0	do not leave your home or place of work;	
 Chiudi porte e finestre. 	Close doors and windows.								0	Close doors and windows.								0	close doors and windows;	
Spegni gli impianti di aria condizionata e i sistemi di presa d’aria esterna.  	Turn off air conditioning systems and external air intake systems.								0	Turn off air conditioning systems and outside air intake systems.  				1	1			2	turn off air conditioning systems and outdoor air intake systems;	
Chiudi i camini, se possibile. 	Close chimneys, if possible.								0	Close chimneys if possible.								0	close fireplaces, if possible;	
 Spostati in un locale seminterrato o interrato, se possibile.  	Move to a basement or underground room, if possible.								0	Move to a basement or underground room, if possible.								0	move to a basement, if possible;	
Usa il telefono o il cellulare solo in caso di stretta necessità.  	Use the phone or mobile phone only when absolutely necessary.					1			1	Use your telephone or cell phone only when absolutely necessary.								0	use the telephone or cell phone only if strictly necessary;	
Se devi necessariamente uscire, non lasciare parti del corpo scoperte e indossa mascherina, berretto e guanti.  	If you must go outside, cover all exposed parts of your body and wear a mask, hat, and gloves.					1			1	If you necessarily have to go out, do not leave parts of your body uncovered and wear a mask, hat and gloves.  								0	if you must go outside, do not leave body parts uncovered, and wear a mask, cap, and gloves.	
Quando rientri a casa o in un altro luogo 	When you return home or to another location								0	When you return home or to another location.								0	If you re-enter your home or other building:	
Togli i vestiti e le scarpe.  	Remove your clothes and shoes.					1			1	Take off your clothes and shoes.								0	remove your clothes and shoes;	
Metti gli abiti dismessi in un sacchetto di plastica e chiudilo bene.  	Put discarded clothes in a plastic bag and seal it tightly.				1				1	Place your discarded clothes in a plastic bag and close it tightly.								0	place clothes in a plastic bag and seal it tightly;	
Tieni il sacchetto fuori dalla portata di persone e animali o in una stanza separata, per evitare la contaminazione radioattiva dell’abitazione. 	Keep the bag out of reach of people and animals, or in a separate room, to prevent radioactive contamination of the home.								0	Keep the bag out of reach of people and animals or in a separate room, to avoid radioactive contamination of the home. 					1			1	place the bag far from people and animals or in a separate room to avoid radioactive contamination;	
 Fai una doccia con acqua e sapone e lava bene le parti esposte come capelli e mani.  	Take a shower with soap and water and wash exposed parts like hair and hands.								0	Take a shower with soap and water and wash exposed parts such as hair and hands well.					1			1	take a shower and wash the body with soap and water, especially exposed parts such as hair and hands;	
Se non puoi fare una doccia, lava comunque con acqua e sapone occhi, orecchie e bocca, il prima possibile. 	If you cannot shower, wash your eyes, ears, and mouth with soap and water as soon as possible.								0	If you can't take a shower, wash your eyes, ears and mouth with soap and water as soon as possible.								0	if a shower is impossible, still wash the eyes, ears, and mouth with soap and water within a few minutes of contact. Just water on the body is not enough;	
Un semplice getto d’acqua sul corpo non è sufficiente.  	A simple water rinse is not sufficient.								0	A simple jet of water on the body is not enough.  	1			1				2	be careful not to irritate or injure the skin by washing;	
Indossa vestiti puliti.	Wear clean clothes.								0	Wear clean clothes.								0	wear clean clothes.	
Misure sanitarie di protezione (iodoprofilassi)	Health protection measures (iodine prophylaxis)								0	Protective health measures (iodoprophylaxis)								0	Protective health measures (iodoprophylaxis)	
Nel caso di incidenti gravi a impianti nucleari vicini al confine italiano e solo per alcune fasce di età e specifici gruppi della popolazione, le autorità per la salute pubblica possono disporre l’assunzione di compresse di ioduro di potassio (iodoprofilassi) con l’obiettivo di proteggere la tiroide. 	In the case of serious accidents at nuclear facilities near the Italian border, and only for certain age groups and specific segments of the population, public health authorities may order the intake of potassium iodide tablets (iodine prophylaxis) to protect the thyroid.		1				1		2	In the case of serious accidents at nuclear plants near the Italian border and only for certain age groups and specific population groups, public health authorities may order the taking of potassium iodide tablets (iodoprophylaxis) with the aim of protecting the thyroid.		1			2	1		4	In the case of major accidents at nuclear plants near the Italian border and only for specific age groups and specific population groups, public health authorities may mandate the intake of potassium iodide tablets (iodoprophylaxis) to protect the thyroid gland. 	
Diversamente, l’assunzione di ioduro di potassio può essere inutile e dannosa. 	Otherwise, the intake of potassium iodide may be unnecessary and harmful.								0	Otherwise, taking potassium iodide can be useless and harmful. 					2			2	Otherwise, taking potassium iodide may be unnecessary and harmful. 	
Ricorda, la distribuzione delle compresse è attivata sulla base dei criteri stabiliti dal Piano nazionale per la gestione delle emergenze radiologiche e nucleari. 	Remember, the distribution of tablets is activated based on the criteria established by the National Plan for the management of radiological and nuclear emergencies.					1			1	Remember, the distribution of tablets is activated on the basis of the criteria established by the National Plan for the management of radiological and nuclear emergencies. 								0	Remember, the administration of tablets is activated based on the criteria set by the National Plan for managing radiological and nuclear emergencies.   	
Non acquistare, preventivamente o di tua iniziativa, compresse di ioduro di potassio la cui vendita è regolamentata.  	Do not purchase, in advance or on your own initiative, potassium iodide tablets, as their sale is regulated.								0	Do not purchase, in advance or on your own initiative, potassium iodide tablets whose sale is regulated.  				1				1	Do not purchase potassium iodide tablets in advance or on your initiative whose sale is restricted.	
Segui le indicazioni delle autorità che gestiscono l’emergenza attraverso i canali ufficiali di informazione.	Follow the instructions of the authorities managing the emergency through official information channels.								0	Follow the instructions of the authorities managing the emergency through the official information channels.								0	Follow the indications of the authorities managing the emergency through their official channels.	
Misure di restrizione alimentare	Food restriction measures								0	Food restriction measures								0	Food restriction measures	
Le autorità possono disporre il divieto cautelativo al consumo, alla produzione e alla commercializzazione di alimenti locali. 	The authorities may impose a precautionary ban on the consumption, production, and marketing of local food.					1			1	The authorities may impose a precautionary ban on the consumption, production and marketing of local foods.					1			1	Authorities may place precautionary bans on the consumption, production, and marketing of local foods. 	
Segui le indicazioni riguardo a cosa è possibile mangiare e bere;	Follow the instructions regarding what is safe to eat and drink; 								0	Follow the instructions regarding what you can eat and drink;					1			1	Stay informed about the instructions given on food and drink consumption. 	
in particolare le misure riguarderanno: il consumo esclusivo di alimenti confezionati, protetti dalla radioattività, la cui filiera agroalimentare è tracciabile  il divieto di consumare prodotti provenienti dagli orti locali o verdure fresche  il divieto di consumo del latte  le restrizioni, previste da ordinanze o avvisi comunali, sul consumo d’acqua potabile che di solito si beve in casa.	in particular, the measures will concern: the exclusive consumption of packaged food, protected from radioactivity, with a traceable food chain  the ban on consuming products from local gardens or fresh vegetables  the ban on consuming milk  restrictions, as specified in municipal ordinances or notices, on the consumption of drinking water usually consumed at home.								0	in particular the measures will concern: the exclusive consumption of packaged foods, protected from radioactivity, whose agri-food supply chain is traceable  the ban on consuming products from local gardens or fresh vegetables  the ban on the consumption of milk  the restrictions, provided for by ordinances or municipal notices, on the consumption of drinking water that is usually drunk at home.				1	4			5	They may concern:    the exclusive consumption of packaged foods, protected from radioactivity, whose food chain is traceable;   the ban on the consumption of goods from local gardens or fresh vegetables;   the ban on the consumption of milk;    the restrictions established by municipal ordinances or notices on drinking water consumption usually drunk at home.	
Dopo il passaggio della nube	After the passage of the cloud	1	1		1				3	After the passage of the cloud	1	1		1				3	After the passage of the cloud	
Le misure alimentari disposte durante il passaggio della nube possono essere previste anche successivamente, per un lungo periodo, e possono variare nel tempo con l’evolversi dello scenario e dei territori interessati. 	Measures on food during the passage of the cloud may also be applicable later, for a long period, and may vary over time with the evolution of the situation and the affected areas.	1	1		1	1			4	The food measures ordered during the passage of the cloud can also be foreseen subsequently, for a long period, and can vary over time as the scenario and the territories affected evolve. 	1	1		1	1			4	Food measures disposed of during the passage of the cloud can also be expected afterward, for an extended period, and may change over time as the situation evolves. 	
Continua quindi a consultare i canali istituzionali per rimanere aggiornato sulle indicazioni fornite dalle autorità anche nella fase di rientro alla normalità.	Continue to consult institutional channels to stay updated on the instructions provided by the authorities, even during the return to normality.				1				1	Therefore, continue to consult institutional channels to stay updated on the indications provided by the authorities even in the phase of returning to normality.								0	Therefore, keep checking institutional channels to stay updated on the indications provided by the authorities even during the return to ordinary life.	
Cosa fare - Industriale di incidente rilevante	What to do - Industrial significant accident					4			4	What to do - Industrial major accident								0	What to do - Industrial risk of major accident	
Verifica se nel tuo Comune sono presenti stabilimenti industriali e se sono inseriti nell'elenco degli impianti a rischio per i quali è previsto un piano di emergenza esterna in caso di incidente.  	Check if there are industrial establishments in your municipality and if they are included in the list of high-risk facilities for which an external emergency plan is in place in case of an accident.		1			2			3	Check whether there are industrial plants in your municipality and whether they are included in the list of plants at risk for which there is an external emergency plan in the event of an accident. 								0	Ask your Municipality if there are any industrial facilities in the area and if they are included in the list of hazardous facilities with an external emergency plan in case of an accident.  	
Consulta il Piano comunale di Protezione Civile e leggi cosa fare in caso di incidente industriale.  	Consult the Municipal Civil Protection Plan and read what to do in case of an industrial accident.						1		1	Consult the municipal Civil Protection Plan and read what to do in the event of an industrial accident.  								0	Consult the Civil Protection Plan of your municipality and read what to do in case of an industrial accident.	
Se non lo hai ancora fatto, informa il tuo Comune se tu o un tuo familiare potreste avere, in caso di emergenza, particolari esigenze per l’assistenza e/o la ricezione del segnale di allarme.	If you haven't already, inform your municipality if you or a family member may have specific needs for assistance and/or receiving an alarm signal in case of an emergency.					1			1	If you have not already done so, inform your Municipality if you or a family member may have, in the event of an emergency, particular needs for assistance and/or receiving the alarm signal.						1		1	If you still need to do it, let your Municipality know if you or a family member might have special needs in case of an emergency for assistance and/or reception of the warning signal.	
In caso di incidente industriale	In case of an industrial accident								0	In the event of an industrial accident								0	In case of industrial accident	
In caso di emergenza con segnale di rifugio al chiuso  	In case of an emergency with an indoor shelter signal								0	In case of emergency with shelter indoors sign  								0	In case of emergency with a signal to shelter indoors  	
Se sei all'aperto  	If you are outdoors								0	If you are outdoors  								0	Outdoor	
Non cercare di tornare a casa.	Do not try to return home.					2			2	Don't try to go home.								0	Do not return home. 	
 Raggiungi il luogo chiuso più vicino per ridurre l'esposizione alle sostanze tossiche emesse dallo stabilimento.  	Go to the nearest indoor location to reduce exposure to the toxic substances emitted by the facility.								0	 Get to the nearest indoor location to reduce exposure to toxic substances emitted from the facility.  								0	Get to the nearest indoor location to reduce exposure to toxic substances emitted by the facility.	
 Se sei in automobile, parcheggia in modo da non intralciare i mezzi di soccorso e raggiungi il luogo chiuso a te più vicino.  	If you are in a car, park in a way that does not obstruct emergency vehicles and go to the nearest indoor location.					1			1	If you are by car, park so as not to obstruct the emergency vehicles and go to the nearest closed place. 				1	1			2	If you are in a car, park so that you do not impede emergency vehicles and get to the nearest indoor location.	
 Se sei al chiuso  	If you are indoors								0	 If you're indoors  					1			1	Indoor	
Spegni gli impianti di luce e gas  	Turn off the light and gas systems.					1			1	Turn off the electricity and gas systems  								0	Turn off water, electricity, and gas systems	
 Chiudi il rubinetto dell’acqua dopo averla usata per le più urgenti necessità 	Turn off the water tap after using it for the most urgent needs.								0	 Close the water tap after using it for the most urgent needs 					1			1	Turn off the water system after using it for the most urgent needs	
 Chiudi porte e finestre proteggendo gli spiragli con nastro isolante o tessuti bagnati 	Close doors and windows, sealing gaps with insulating tape or damp cloths.								0	 Close doors and windows, protecting the gaps with insulating tape or wet fabrics 					1			1	Close doors and windows by covering the openings with insulating tape or wet fabrics	
Spegni gli impianti di ventilazione, condizionamento e climatizzazione dell’aria  	Turn off ventilation, air conditioning, and climate control systems.								0	Turn off ventilation, air conditioning and air conditioning systems  	2			4				6	Turn off air ventilation and air conditioning systems	
 Se avverti la presenza di odori pungenti o senso di irritazione, proteggi bocca e naso con un panno bagnato e lavati gli occhi 	If you sense pungent odors or irritation, protect your mouth and nose with a damp cloth and wash your eyes.					4			4	 If you notice the presence of pungent odors or a sense of irritation, protect your mouth and nose with a wet cloth and wash your eyes 					4			4	If you notice strong smells or a sense of irritation, protect your mouth, nose with a wet cloth, and wash your eyes	
 Non fumare e non accendere alcun tipo di fiamma  	Do not smoke or light any flames.					2			2	 Do not smoke or light any type of flame  					2			2	Do not smoke or start any fire	
Tieniti costantemente informato sull’evoluzione della situazione e sulle indicazioni fornite dalle Autorità responsabili dell’emergenza anche attraverso i canali web e social istituzionali.	Stay constantly informed about the situation’s development and follow the instructions provided by the authorities responsible for the emergency, including through official web and social media channels.				1	2			3	Keep yourself constantly informed on the evolution of the situation and on the indications provided by the authorities responsible for the emergency also through institutional web and social channels.				1	2			3	Keep yourself constantly informed about the evolution of the situation and the indications provided by the Authorities in charge of the emergency also through institutional website and social media	
Limita, per quanto possibile, l’uso dei cellulari   	Limit, as much as possible, the use of mobile phones.  								0	Limit the use of cell phones as much as possible   								0	Limit, as much as possible, the use of cell phones	
Presta attenzione al segnale di cessato allarme e non uscire prima che sia emesso   	Pay attention to the "all-clear" signal and do not leave before it is issued.					2			2	Pay attention to the all-clear signal and do not leave before it is sounded   					2			2	Please wait for the end of the alert signal, and do not leave before it is issued	
Segui le indicazioni delle autorità per capire quando lasciare il luogo in cui ti trovi 	Follow the authorities' instructions to understand when to leave the place where you are.					1			1	Follow the instructions of the authorities to understand when to leave the place where you are 								0	Follow the instructions of the authorities on when to leave your location	
In caso di emergenza con segnale di evacuazione  	In case of emergency with an evacuation signal.								0	In case of emergency with evacuation signal  								0	In case of emergency with an evacuation signal	
Il Prefetto, in qualità di autorità responsabile del coordinamento dell’emergenza, può ordinare l'evacuazione secondo il Piano di Emergenza Esterno, che fornisce anche indicazioni relative alle modalità di allontanamento e ai luoghi di raccolta.  	The Prefect, as the authority responsible for coordinating the emergency, can order evacuation according to the External Emergency Plan, which also provides instructions on how to leave and gathering points.					1			1	The Prefect, as the authority responsible for emergency coordination, can order the evacuation according to the External Emergency Plan, which also provides indications relating to the removal methods and gathering places.  	4	4		4	4			16	As the authority responsible for emergency coordination, the Prefect may order evacuation following the External Emergency Plan, which also provides indications on how to evacuate and where to gather.  	
Segui le indicazioni delle autorità e degli operatori impegnati nella gestione dell’emergenza   	Follow the instructions of the authorities and operators involved in managing the emergency.					1			1	Follow the instructions of the authorities and operators involved in managing the emergency   					1			1	Follow the indications of the authorities and operators involved in emergency management	
Non allontanarti da casa o dal luogo in cui ti trovi finché non ricevi indicazioni in merito   	Do not leave your home or the place where you are until you receive further instructions.								0	Do not leave your home or location until you receive guidance   					1			1	Do not leave your home or location until you are told to do so	
Porta con te solo lo stretto necessario (documenti, medicine, occhiali, ecc.)	Take only what is strictly necessary with you (documents, medicines, glasses, etc.).	4	4		2	2			12	Bring with you only the bare essentials (documents, medicines, glasses, etc.)	4	4		2	2			12	Take only the strictly necessary items (documents, medicines, eyeglasses, etc.)	
Cosa fare - Grandi dighe	What to do - Large dams								0	What to do - Large dams								0	What to do - Large dams	
Se vivi, lavori o soggiorni in una zona a rischio 	If you live, work, or stay in a high-risk area,								0	If you live, work or stay in a risk area 								0	If you live, work, or stay in an area at risk. 	
Informati sul Piano di protezione civile del Comune per sapere quali sono le aree a rischio inondazione, le vie di fuga e le zone sicure della tua città  	Get informed about the Civil Protection Plan of your municipality to know the flood-prone areas, escape routes, and safe zones in your city.								0	Find out about the Municipality's Civil Protection Plan to find out which areas are at risk of flooding, escape routes and safe areas in your city  						1		1	Find out about the municipal Civil Protection Plan to find out what flood risk areas, escape routes, and safe zones are in your city	
Se hai qualche dubbio sulla sicurezza della tua casa, rivolgiti a un tecnico esperto	If you have any doubts about the safety of your home, consult an expert technician.								0	If you have any doubts about the safety of your home, contact an expert technician								0	If you have any doubts about the safety of your home, contact an expert technician	
Durante l’inondazione a valle di una grande diga	During flooding downstream from a large dam,		1						1	During flooding downstream of a large dam		1						1	During the flooding downstream of a large dam	
Se ti trovi in un comune a valle di una grande diga e c’è un’allerta per “collasso” o per l’attivazione di manovre di scarico, il territorio in cui ti trovi potrebbe essere interessato da un’inondazione. 	If you are in a municipality downstream from a large dam and there is an alert for "collapse" or discharge maneuvers, the area where you are could be affected by flooding.		1			2			3	If you are in a municipality downstream of a large dam and there is an alert for "collapse" or for the activation of discharge maneuvers, the area in which you are located could be affected by a flood.		1			2			3	Suppose you are located in a municipality downstream of a large dam, and there is an alert for "collapse" or for the activation of spillway operations. 	
Nel primo caso sarà inviato un messaggio IT-alert; nel secondo, potresti essere avvisato da sirene acustiche o da altri sistemi di allarme eventualmente previsti dal Comune. 	In the first case, an IT-alert message will be sent; in the second, you may be warned by sirens or other alarm systems that may be provided by the municipality.		2						2	In the first case an IT-alert message will be sent; in the second, you may be alerted by acoustic sirens or other alarm systems possibly provided by the Municipality. 						1		1	In the first case, an IT-alert message will be sent; in the second, you may be warned by acoustic sirens or other warning systems provided by the municipality.	
In entrambi i casi, le autorità di protezione civile potrebbero indicarti di lasciare temporaneamente la tua abitazione o darti altre informazioni su come comportarti.	In both cases, civil protection authorities may instruct you to temporarily leave your home or provide further instructions on how to act.						1		1	In both cases, the civil protection authorities may tell you to temporarily leave your home or give you other information on what to do.						1		1	In both cases, civil protection authorities may indicate that you should temporarily evacuate your home or give you other information on what to do. 	
 In assenza di indicazioni specifiche, ricorda: 	In the absence of specific instructions, remember:								0	 In the absence of specific indications, remember: 					1			1	In the absence of specific indications, remember:	
Se sei all’aperto, in prossimità di un corso d’acqua a valle di una grande diga 	If you are outdoors near a watercourse downstream from a large dam,						1		1	If you are outdoors, near a watercourse downstream from a large dam								0	Outdoor, near a watercourse downstream of a large dam	
Raggiungi rapidamente l’area vicina più elevata.  	Quickly reach the nearest higher area.								0	Quickly reach the highest nearby area.								0	Reach the highest nearby area quickly.	
Allontanati dalla zona allagata: per la velocità con cui scorre l’acqua, anche pochi centimetri potrebbero farti cadere.  	Move away from the flooded area: due to the speed of the water flow, even a few centimeters could cause you to fall.								0	Move away from the flooded area: due to the speed at which the water flows, even a few centimetres could cause you to fall.					1			1	Move away from the flooded area: due to the speed at which water flows, even a few inches could make you fall.	
Evita di utilizzare l’automobile. 	Avoid using your car.								0	Avoid using the car.								0	Avoid using a car. 	
Anche pochi centimetri d’acqua potrebbero farti perdere il controllo del veicolo o causarne lo spegnimento: rischi di rimanere intrappolato.  	Even a few centimeters of water could make you lose control of the vehicle or cause it to stall, putting you at risk of getting trapped.					1			1	Even a few centimeters of water could cause you to lose control of the vehicle or cause it to shut down: you risk becoming trapped.  					1			1	Even a few inches of water could make you lose control of your vehicle or cause it to shut down: you risk being trapped.	
Evita sottopassi, argini, ponti: sostare o transitare in questi luoghi può essere molto pericoloso.  	Avoid underpasses, embankments, bridges: standing or passing in these places can be very dangerous.		1						1	Avoid underpasses, embankments, bridges: stopping or driving in these places can be very dangerous.								0	Avoid underpasses, embankments, and bridges: stopping or passing through these places can be dangerous.	
Avverti le persone intorno a te del pericolo imminente. 	Warn those around you of the imminent danger.								0	Warn people around you of impending danger. 		2						2	Warn people around you of the upcoming danger.	
 Limita l’uso del cellulare: tenere libere le linee facilita i soccorsi.  	Limit cell phone use: keeping lines free facilitates rescue operations.					2			2	Limit the use of cell phones: keeping the lines free facilitates rescue operations.								0	Limit cell phone use: keeping the lines clear makes it easier for rescuers.	
Tieniti informato su come evolve la situazione e segui le indicazioni fornite dalle autorità.  	Stay informed about the situation’s developments and follow instructions provided by authorities.					1			1	Stay informed about how the situation evolves and follow the indications provided by the authorities.		1						1	Keep informed about the situation and follow instructions given by authorities.	
Se sei in un luogo chiuso 	If you are indoors,								0	If you are in a closed place 				4				4	Indoor	
Se ti trovi in un locale seminterrato o al piano terra, sali ai piani superiori. 	If you are in a basement or on the ground floor, move to higher floors.								0	If you are in a basement or ground floor room, go up to the upper floors.								0	Go upstairs if you are in a basement or on the ground floor.	
Evita l’ascensore: si può bloccare. 	Avoid the elevator: it could get stuck.				2				2	Avoid the elevator: it can get blocked. 								0	Avoid the elevator: it can be stuck.	
